Corrida con 
individuos : 40
cr : 0.9
f = 0.3
1: Viorest: 0.0019493, aptitud: 1000, vector: 0.480831    0.0517471     0.478882     0.359539     -43.6813
1758: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1759: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1760: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1761: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1762: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1763: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1764: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1765: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1766: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1767: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1768: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1769: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1770: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1771: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1772: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1773: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1774: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1775: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1776: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1777: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1778: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1779: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1780: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1781: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1782: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1783: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1784: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1785: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1786: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1787: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1788: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1789: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1790: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1791: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1792: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1793: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1794: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1795: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1796: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1797: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1798: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1799: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1800: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1801: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1802: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1803: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1804: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1805: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1806: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1807: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1808: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1809: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1810: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1811: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1812: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1813: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1814: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1815: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1816: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1817: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1818: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1819: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1820: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1821: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1822: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1823: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1824: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1825: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1826: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1827: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1828: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1829: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1830: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1831: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1832: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1833: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1834: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1835: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1836: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1837: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1838: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1839: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1840: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1841: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1842: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1843: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1844: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1845: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1846: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1847: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1848: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1849: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1850: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1851: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1852: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1853: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1854: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1855: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1856: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1857: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1858: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1859: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1860: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1861: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1862: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1863: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1864: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1865: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1866: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1867: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1868: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1869: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1870: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1871: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1872: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1873: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1874: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1875: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1876: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1877: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1878: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1879: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1880: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1881: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1882: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1883: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1884: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1885: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1886: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1887: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1888: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1889: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1890: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1891: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1892: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1893: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1894: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1895: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1896: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1897: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1898: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1899: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1900: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1901: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1902: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1903: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1904: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1905: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1906: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1907: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1908: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1909: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1910: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1911: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1912: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1913: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1914: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1915: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1916: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1917: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1918: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1919: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1920: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1921: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1922: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1923: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1924: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1925: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1926: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1927: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1928: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1929: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1930: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1931: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1932: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1933: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1934: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1935: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1936: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1937: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1938: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1939: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1940: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1941: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1942: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
